value, var1, var2, var3, var4, var5, var6, var7, var8, var9, var10, var11, var12, var13, var14, var15, var16, var17, var18, var19,var20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9999.47728690951,-0.5227130904895603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10005.4847758487,6.007488939188988,-0.5227130904895603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10001.992199522,-3.4925763267001457,6.007488939188988,-0.5227130904895603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10013.2617797676,11.269580245600082,-3.4925763267001457,6.007488939188988,-0.5227130904895603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10022.1886876269,8.926907859300627,11.269580245600082,-3.4925763267001457,6.007488939188988,-0.5227130904895603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10025.5723898862,3.3837022592997528,8.926907859300627,11.269580245600082,-3.4925763267001457,6.007488939188988,-0.5227130904895603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10029.0354918402,3.463101954001104,3.3837022592997528,8.926907859300627,11.269580245600082,-3.4925763267001457,6.007488939188988,-0.5227130904895603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10022.8622685023,-6.173223337900708,3.463101954001104,3.3837022592997528,8.926907859300627,11.269580245600082,-3.4925763267001457,6.007488939188988,-0.5227130904895603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10018.4624684756,-4.399800026700177,-6.173223337900708,3.463101954001104,3.3837022592997528,8.926907859300627,11.269580245600082,-3.4925763267001457,6.007488939188988,-0.5227130904895603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10022.4136419445,3.951173468900379,-4.399800026700177,-6.173223337900708,3.463101954001104,3.3837022592997528,8.926907859300627,11.269580245600082,-3.4925763267001457,6.007488939188988,-0.5227130904895603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10027.0979458987,4.684303954200004,3.951173468900379,-4.399800026700177,-6.173223337900708,3.463101954001104,3.3837022592997528,8.926907859300627,11.269580245600082,-3.4925763267001457,6.007488939188988,-0.5227130904895603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10031.1967593994,4.09881350069918,4.684303954200004,3.951173468900379,-4.399800026700177,-6.173223337900708,3.463101954001104,3.3837022592997528,8.926907859300627,11.269580245600082,-3.4925763267001457,6.007488939188988,-0.5227130904895603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10035.8848833043,4.6881239048998395,4.09881350069918,4.684303954200004,3.951173468900379,-4.399800026700177,-6.173223337900708,3.463101954001104,3.3837022592997528,8.926907859300627,11.269580245600082,-3.4925763267001457,6.007488939188988,-0.5227130904895603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10029.7856744418,-6.0992088624989265,4.6881239048998395,4.09881350069918,4.684303954200004,3.951173468900379,-4.399800026700177,-6.173223337900708,3.463101954001104,3.3837022592997528,8.926907859300627,11.269580245600082,-3.4925763267001457,6.007488939188988,-0.5227130904895603,0.0,0.0,0.0,0.0,0.0,0.0,
10027.9897864827,-1.7958879591005825,-6.0992088624989265,4.6881239048998395,4.09881350069918,4.684303954200004,3.951173468900379,-4.399800026700177,-6.173223337900708,3.463101954001104,3.3837022592997528,8.926907859300627,11.269580245600082,-3.4925763267001457,6.007488939188988,-0.5227130904895603,0.0,0.0,0.0,0.0,0.0,
10043.2718335602,15.282047077500465,-1.7958879591005825,-6.0992088624989265,4.6881239048998395,4.09881350069918,4.684303954200004,3.951173468900379,-4.399800026700177,-6.173223337900708,3.463101954001104,3.3837022592997528,8.926907859300627,11.269580245600082,-3.4925763267001457,6.007488939188988,-0.5227130904895603,0.0,0.0,0.0,0.0,
10047.1880025898,3.9161690296004963,15.282047077500465,-1.7958879591005825,-6.0992088624989265,4.6881239048998395,4.09881350069918,4.684303954200004,3.951173468900379,-4.399800026700177,-6.173223337900708,3.463101954001104,3.3837022592997528,8.926907859300627,11.269580245600082,-3.4925763267001457,6.007488939188988,-0.5227130904895603,0.0,0.0,0.0,
10054.2678915731,7.079888983298588,3.9161690296004963,15.282047077500465,-1.7958879591005825,-6.0992088624989265,4.6881239048998395,4.09881350069918,4.684303954200004,3.951173468900379,-4.399800026700177,-6.173223337900708,3.463101954001104,3.3837022592997528,8.926907859300627,11.269580245600082,-3.4925763267001457,6.007488939188988,-0.5227130904895603,0.0,0.0,
10068.174679515,13.906787941899893,7.079888983298588,3.9161690296004963,15.282047077500465,-1.7958879591005825,-6.0992088624989265,4.6881239048998395,4.09881350069918,4.684303954200004,3.951173468900379,-4.399800026700177,-6.173223337900708,3.463101954001104,3.3837022592997528,8.926907859300627,11.269580245600082,-3.4925763267001457,6.007488939188988,-0.5227130904895603,0.0,
10067.6365695349,-0.5381099800997617,13.906787941899893,7.079888983298588,3.9161690296004963,15.282047077500465,-1.7958879591005825,-6.0992088624989265,4.6881239048998395,4.09881350069918,4.684303954200004,3.951173468900379,-4.399800026700177,-6.173223337900708,3.463101954001104,3.3837022592997528,8.926907859300627,11.269580245600082,-3.4925763267001457,6.007488939188988,-0.5227130904895603,
10069.214130267,1.5775607321011194,-0.5381099800997617,13.906787941899893,7.079888983298588,3.9161690296004963,15.282047077500465,-1.7958879591005825,-6.0992088624989265,4.6881239048998395,4.09881350069918,4.684303954200004,3.951173468900379,-4.399800026700177,-6.173223337900708,3.463101954001104,3.3837022592997528,8.926907859300627,11.269580245600082,-3.4925763267001457,6.007488939188988,
10065.5540338091,-3.6600964579010906,1.5775607321011194,-0.5381099800997617,13.906787941899893,7.079888983298588,3.9161690296004963,15.282047077500465,-1.7958879591005825,-6.0992088624989265,4.6881239048998395,4.09881350069918,4.684303954200004,3.951173468900379,-4.399800026700177,-6.173223337900708,3.463101954001104,3.3837022592997528,8.926907859300627,11.269580245600082,-3.4925763267001457,
