"","1-2","2-4","4-8","8-16","16-32","32-64","64-128","128-256","256-512","512-1024"
"1753",9967.27312871665,10357.2860231051,8881.85334308921,9287.40126776742,9301.40130636668,11344.6297906072,11987.5275255286,11792.8473895126,12298.0836854777,10986.7476213943
"1754",9966.60520826516,10359.1350351467,8876.85334308921,9285.40126776742,9301.40130636668,11342.6297906072,11985.5275255286,11791.8473895126,12296.0836854777,10985.7476213943
"1755",9966.60520826516,10360.0154493981,8872.85334308921,9298.10744927086,9297.40130636668,11335.6297906072,11984.5275255286,11789.8473895126,12294.0836854777,10982.7476213943
"1756",9966.60520826516,10360.0154493981,8872.85334308921,9298.10744927086,9297.40130636668,11335.6297906072,11984.5275255286,11789.8473895126,12294.0836854777,10982.7476213943
"1757",9966.60520826516,10360.0154493981,8872.85334308921,9298.10744927086,9297.40130636668,11335.6297906072,11984.5275255286,11789.8473895126,12294.0836854777,10982.7476213943
"1758",9967.33380358649,10360.3710773942,8872.85334308921,9296.10744927086,9295.40130636668,11333.6297906072,11983.5275255286,11787.8473895126,12293.0836854777,10982.7476213943
"1759",9967.33380358649,10362.2210773942,8871.85334308921,9294.10744927086,9295.40130636668,11331.6297906072,11979.5275255286,11784.8473895126,12292.0836854777,10982.7476213943
"1760",9967.33380358649,10365.8591487553,8877.08881514621,9291.10744927086,9295.40130636668,11328.6297906072,11977.5275255286,11782.8473895126,12291.0836854777,10981.7476213943
"1761",9967.33380358649,10364.8591487553,8876.08881514621,9299.30744927087,9292.40130636668,11327.6297906072,11975.5275255286,11780.8473895126,12290.0836854777,10980.7476213943
"1762",9967.33380358649,10364.8591487553,8876.08881514621,9299.30744927087,9292.40130636668,11327.6297906072,11975.5275255286,11780.8473895126,12290.0836854777,10980.7476213943
"1763",9967.33380358649,10366.2040803671,8875.08881514621,9299.30744927087,9312.27776930256,11325.6297906072,11973.5275255286,11779.8473895126,12290.0836854777,10980.7476213943
"1764",9967.33380358649,10367.4028668709,8877.78881514622,9299.30744927087,9308.27776930256,11321.6297906072,11970.5275255286,11778.8473895126,12288.0836854777,10980.7476213943
"1765",9967.33380358649,10367.4028668709,8877.78881514622,9299.30744927087,9308.27776930256,11321.6297906072,11970.5275255286,11778.8473895126,12288.0836854777,10980.7476213943
"1766",9966.56380358648,10378.7030707037,8878.78881514622,9296.30744927087,9306.27776930256,11315.6297906072,11964.5275255286,11775.8473895126,12285.0836854777,10978.7476213943
"1767",9966.56380358648,10378.4733447083,8877.78881514622,9294.30744927087,9306.27776930256,11312.6297906072,11964.5275255286,11774.8473895126,12285.0836854777,10978.7476213943
"1768",9967.26737836324,10381.7914879676,8881.48206568473,9290.30744927087,9303.27776930256,11309.6297906072,11963.5275255286,11773.8473895126,12284.0836854777,10978.7476213943
"1769",9967.26737836324,10381.7914879676,8881.48206568473,9290.30744927087,9303.27776930256,11309.6297906072,11963.5275255286,11773.8473895126,12284.0836854777,10978.7476213943
"1770",9966.26737836324,10381.7914879676,8881.48206568473,9287.30744927087,9303.27776930256,11307.6297906072,11959.5275255286,11770.8473895126,12283.0836854777,10978.7476213943
"1771",9966.26737836324,10380.7914879676,8883.4075554413,9284.30744927087,9328.77368670793,11305.6297906072,11958.5275255286,11769.8473895126,12283.0836854777,10978.7476213943
"1772",9967.2036787401,10380.5488839676,8876.4075554413,9280.30744927087,9344.27368670793,11300.6297906072,12020.5275255286,11766.8473895126,12283.0836854777,10976.7476213943
"1773",9966.6336787401,10385.9436343579,8872.4075554413,9287.53335749187,9342.27368670793,11297.6297906072,12019.5275255286,11763.8473895126,12282.0836854777,10974.7476213943
"1774",9967.4436787401,10386.5436343579,8869.5150433348,9286.53335749187,9339.27368670793,11294.6297906072,12018.5275255286,11760.8473895126,12276.0836854777,10973.7476213943
"1775",9967.4436787401,10386.5436343579,8869.5150433348,9286.53335749187,9339.27368670793,11294.6297906072,12018.5275255286,11760.8473895126,12276.0836854777,10973.7476213943
