value, var1, var2, var3, var4, var5, var6, var7, var8, var9, var10, var11, var12, var13, var14, var15, var16, var17, var18, var19,var20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10035.2304266405,35.23042664050081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10038.6938470668,3.4634204262983985,35.23042664050081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10013.6938470668,-25.0,3.4634204262983985,35.23042664050081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9976.69384706676,-37.00000000004002,-25.0,3.4634204262983985,35.23042664050081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9976.69384706676,0.0,-37.00000000004002,-25.0,3.4634204262983985,35.23042664050081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10008.5156438184,31.82179675164116,0.0,-37.00000000004002,-25.0,3.4634204262983985,35.23042664050081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9992.49516424842,-16.020479569981035,31.82179675164116,0.0,-37.00000000004002,-25.0,3.4634204262983985,35.23042664050081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9969.49516424842,-23.0,-16.020479569981035,31.82179675164116,0.0,-37.00000000004002,-25.0,3.4634204262983985,35.23042664050081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9953.49516424842,-16.0,-23.0,-16.020479569981035,31.82179675164116,0.0,-37.00000000004002,-25.0,3.4634204262983985,35.23042664050081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9944.49516424842,-9.0,-16.0,-23.0,-16.020479569981035,31.82179675164116,0.0,-37.00000000004002,-25.0,3.4634204262983985,35.23042664050081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9920.49516424842,-24.0,-9.0,-16.0,-23.0,-16.020479569981035,31.82179675164116,0.0,-37.00000000004002,-25.0,3.4634204262983985,35.23042664050081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9903.49516424842,-17.0,-24.0,-9.0,-16.0,-23.0,-16.020479569981035,31.82179675164116,0.0,-37.00000000004002,-25.0,3.4634204262983985,35.23042664050081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9888.49516424842,-15.0,-17.0,-24.0,-9.0,-16.0,-23.0,-16.020479569981035,31.82179675164116,0.0,-37.00000000004002,-25.0,3.4634204262983985,35.23042664050081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9882.99516424842,-5.5,-15.0,-17.0,-24.0,-9.0,-16.0,-23.0,-16.020479569981035,31.82179675164116,0.0,-37.00000000004002,-25.0,3.4634204262983985,35.23042664050081,0.0,0.0,0.0,0.0,0.0,0.0,
9886.99516424842,4.0,-5.5,-15.0,-17.0,-24.0,-9.0,-16.0,-23.0,-16.020479569981035,31.82179675164116,0.0,-37.00000000004002,-25.0,3.4634204262983985,35.23042664050081,0.0,0.0,0.0,0.0,0.0,
9903.91262656772,16.917462319301194,4.0,-5.5,-15.0,-17.0,-24.0,-9.0,-16.0,-23.0,-16.020479569981035,31.82179675164116,0.0,-37.00000000004002,-25.0,3.4634204262983985,35.23042664050081,0.0,0.0,0.0,0.0,
9943.15062058191,39.2379940141891,16.917462319301194,4.0,-5.5,-15.0,-17.0,-24.0,-9.0,-16.0,-23.0,-16.020479569981035,31.82179675164116,0.0,-37.00000000004002,-25.0,3.4634204262983985,35.23042664050081,0.0,0.0,0.0,
9921.15062058191,-22.0,39.2379940141891,16.917462319301194,4.0,-5.5,-15.0,-17.0,-24.0,-9.0,-16.0,-23.0,-16.020479569981035,31.82179675164116,0.0,-37.00000000004002,-25.0,3.4634204262983985,35.23042664050081,0.0,0.0,
9920.25562492944,-0.8949956524702429,-22.0,39.2379940141891,16.917462319301194,4.0,-5.5,-15.0,-17.0,-24.0,-9.0,-16.0,-23.0,-16.020479569981035,31.82179675164116,0.0,-37.00000000004002,-25.0,3.4634204262983985,35.23042664050081,0.0,
9917.25562492944,-3.0,-0.8949956524702429,-22.0,39.2379940141891,16.917462319301194,4.0,-5.5,-15.0,-17.0,-24.0,-9.0,-16.0,-23.0,-16.020479569981035,31.82179675164116,0.0,-37.00000000004002,-25.0,3.4634204262983985,35.23042664050081,
9895.25562492944,-22.0,-3.0,-0.8949956524702429,-22.0,39.2379940141891,16.917462319301194,4.0,-5.5,-15.0,-17.0,-24.0,-9.0,-16.0,-23.0,-16.020479569981035,31.82179675164116,0.0,-37.00000000004002,-25.0,3.4634204262983985,
9878.767190128,-16.488434801440235,-22.0,-3.0,-0.8949956524702429,-22.0,39.2379940141891,16.917462319301194,4.0,-5.5,-15.0,-17.0,-24.0,-9.0,-16.0,-23.0,-16.020479569981035,31.82179675164116,0.0,-37.00000000004002,-25.0,
9897.57343423017,18.80624410217024,-16.488434801440235,-22.0,-3.0,-0.8949956524702429,-22.0,39.2379940141891,16.917462319301194,4.0,-5.5,-15.0,-17.0,-24.0,-9.0,-16.0,-23.0,-16.020479569981035,31.82179675164116,0.0,-37.00000000004002,
9934.46709606552,36.89366183535094,18.80624410217024,-16.488434801440235,-22.0,-3.0,-0.8949956524702429,-22.0,39.2379940141891,16.917462319301194,4.0,-5.5,-15.0,-17.0,-24.0,-9.0,-16.0,-23.0,-16.020479569981035,31.82179675164116,0.0,
9978.07863116098,43.61153509546057,36.89366183535094,18.80624410217024,-16.488434801440235,-22.0,-3.0,-0.8949956524702429,-22.0,39.2379940141891,16.917462319301194,4.0,-5.5,-15.0,-17.0,-24.0,-9.0,-16.0,-23.0,-16.020479569981035,31.82179675164116,
9961.07863116098,-17.0,43.61153509546057,36.89366183535094,18.80624410217024,-16.488434801440235,-22.0,-3.0,-0.8949956524702429,-22.0,39.2379940141891,16.917462319301194,4.0,-5.5,-15.0,-17.0,-24.0,-9.0,-16.0,-23.0,-16.020479569981035,
