"EVENT_ID","MENU_HINT","EVENT_NAME","EVENT_DT","SELECTION_ID","SELECTION_NAME","WIN_LOSE","BSP","PPWAP","MORNINGWAP","PPMAX","PPMIN","IPMAX","IPMIN","MORNINGTRADEDVOL","PPTRADEDVOL","IPTRADEDVOL","Date","Year","Month"
"20358928","IRE / Fairy 8th Apr","2m Hcap Hrd","08-04-2007 16:25","412420","Inishdubh","0","","298.147423526934061378142587490004324824","1","770","220","410","410","0","167.66","12.8",2007-04-08 16:25:00,2007,4
"20358928","IRE / Fairy 8th Apr","2m Hcap Hrd","08-04-2007 16:25","459482","Sharadi","0","","69.3231850447561785242146276089767976413","21.8997848551559028068828703233937297704","140","26.66","90","21","5.44","800.8","154.28",2007-04-08 16:25:00,2007,4
"20358928","IRE / Fairy 8th Apr","2m Hcap Hrd","08-04-2007 16:25","470229","So Determined","0","","75.4849190757281554695027041781772124653","26.6596651413699051227381482671651134953","130","36","1000","1000","4","838.4","5.52",2007-04-08 16:25:00,2007,4
"20358928","IRE / Fairy 8th Apr","2m Hcap Hrd","08-04-2007 16:25","569402","Amarjit","0","","15.9747008167452543992340501672697640523","15.3619479979574287140722910777980474082","21","13","15","15","59","6343.3","110.28",2007-04-08 16:25:00,2007,4
"20358928","IRE / Fairy 8th Apr","2m Hcap Hrd","08-04-2007 16:25","827807","Classic Croco","0","","59.6621462287567959371424574900319748224","26.7697247190739863339150224124158364006","100","23.8","1000","7.2","26.54","1188.46","434.56",2007-04-08 16:25:00,2007,4
"20358928","IRE / Fairy 8th Apr","2m Hcap Hrd","08-04-2007 16:25","882156","Bobs Pride","1","","9.9273268076297486334852880173961626879","7.97448914100967140901832585589291197068","11.5","8.38","11","1.01","456.34","16173.36","55497.68",2007-04-08 16:25:00,2007,4
"20358928","IRE / Fairy 8th Apr","2m Hcap Hrd","08-04-2007 16:25","886328","Jigalo","0","","15.0656538946749282244204514924477283645","15.3355439499277385457863922038585696279","34","10","13","13","31.36","8756.04","208",2007-04-08 16:25:00,2007,4
"20358928","IRE / Fairy 8th Apr","2m Hcap Hrd","08-04-2007 16:25","914791","Top The Charts","0","","2.96221015432500876057746758979185688305","3.17839919827506564079196136975995370865","3.62","2.74","190","1.52","5128.6","243523.78","46605.26",2007-04-08 16:25:00,2007,4
"20358928","IRE / Fairy 8th Apr","2m Hcap Hrd","08-04-2007 16:25","934350","Conscript","0","","39.60640841293600384990682160169883532","1","110","27","46","44","0","1427.7","15.26",2007-04-08 16:25:00,2007,4
"20358928","IRE / Fairy 8th Apr","2m Hcap Hrd","08-04-2007 16:25","1042400","Khudabad","0","","102.608956688642156485475335913035459051","49.3510775850431088016995121822439616778","140","52.36","110","110","8","492.86","4.78",2007-04-08 16:25:00,2007,4
"20358928","IRE / Fairy 8th Apr","2m Hcap Hrd","08-04-2007 16:25","1059209","Jack Ingham","0","","24.5141343019021770330491720292632226774","14.0263316646763145151989075649989821468","38","12.85","1000","30","81.94","2813.54","53.94",2007-04-08 16:25:00,2007,4
"20358928","IRE / Fairy 8th Apr","2m Hcap Hrd","08-04-2007 16:25","1133124","Dubai King","0","","330.434269888047099349466298835728928243","1","600","150","490","55","0","110.5","67.9",2007-04-08 16:25:00,2007,4
"20358928","IRE / Fairy 8th Apr","2m Hcap Hrd","08-04-2007 16:25","1198304","Islandbane","0","","149.136763205678366474593995060693952004","1","250","85","180","110","0","302.7","24.94",2007-04-08 16:25:00,2007,4
"20358928","IRE / Fairy 8th Apr","2m Hcap Hrd","08-04-2007 16:25","1398743","Lukie Victor","0","","15.7431528676806637766326475882813355887","11.4486292194085226977096622945411570287","23","12.38","1","1001","23.04","4663.2","27.5",2007-04-08 16:25:00,2007,4
"20358928","IRE / Fairy 8th Apr","2m Hcap Hrd","08-04-2007 16:25","1402228","Whats In Front","0","","21.4362531057007953991115909614680618662","16.8454925012541392040839851910462030035","40","16.5","20","7.4","44.06","4236.58","424.64",2007-04-08 16:25:00,2007,4
"20358928","IRE / Fairy 8th Apr","2m Hcap Hrd","08-04-2007 16:25","1412557","Peoples Cause","0","","31.9050888718295340921247098857443195229","14.4859780361680999091208023573580350737","70","14","55","10","72.08","2150.7","184.56",2007-04-08 16:25:00,2007,4
"20358928","IRE / Fairy 8th Apr","2m Hcap Hrd","08-04-2007 16:25","1537605","Sharekan","0","","196.492423120262895054316333479795277541","1","530","27","130","130","0","291.78","5.12",2007-04-08 16:25:00,2007,4
"20358928","IRE / Fairy 8th Apr","2m Hcap Hrd","08-04-2007 16:25","2031012","Scalinis","0","","21.8753908839584427751386629865233551506","11.5624662295763451144966390414665935433","34","11.9","44","42","136.92","3988.52","82.74",2007-04-08 16:25:00,2007,4
"20358928","IRE / Fairy 8th Apr","2m Hcap Hrd","08-04-2007 16:25","2142975","Loup Du Saubouas","0","","18.2164951705404375858302490587276957306","16.6288366956790489638061969738210248488","27","15","17.5","13","19.46","4334.48","132.9",2007-04-08 16:25:00,2007,4
"20358928","IRE / Fairy 8th Apr","2m Hcap Hrd","08-04-2007 16:25","2217320","Acknowledge","0","","90.7438896714250574322804616959948418226","14.7599583154203974029137499965808927108","210","17.14","110","110","13.6","606.18","4.62",2007-04-08 16:25:00,2007,4
"20358928","IRE / Fairy 8th Apr","2m Hcap Hrd","08-04-2007 16:25","2244906","Dalian","0","","66.6237198866311658509947281383992442944","1","240","25","1","1001","0","911.14","2.8",2007-04-08 16:25:00,2007,4
"20358930","IRE / Fairy 8th Apr","2m Mdn Hrd","08-04-2007 16:55","381542","Rebel Chief","0","","34.9016350442039393126645150418871368495","1","60","28","36","36","0","1438.12","24",2007-04-08 16:55:00,2007,4
"20358930","IRE / Fairy 8th Apr","2m Mdn Hrd","08-04-2007 16:55","518602","Guess","0","","5.66244533815078463670778033569713406148","9.54482522763505597228390926452472297608","10","4.9","42","2.78","43.82","35373.92","3720.24",2007-04-08 16:55:00,2007,4
"20358930","IRE / Fairy 8th Apr","2m Mdn Hrd","08-04-2007 16:55","935982","Mordor","0","","5.54414629463250322762327994193398248933","3.80758919092272710478653658676638520083","6.6","4.7","50","2.2","58.96","30791.44","6615.2",2007-04-08 16:55:00,2007,4
"20358930","IRE / Fairy 8th Apr","2m Mdn Hrd","08-04-2007 16:55","969181","Bahhare Desert","0","","140.697624880178932793694749174565981468","1","510","70","1","1001","0","187.78","0",2007-04-08 16:55:00,2007,4
"20358930","IRE / Fairy 8th Apr","2m Mdn Hrd","08-04-2007 16:55","1028726","Play The Ball","0","","310.859453811325481205893583261657803425","1","440","220","80","80","0","71.44","4",2007-04-08 16:55:00,2007,4
"20358930","IRE / Fairy 8th Apr","2m Mdn Hrd","08-04-2007 16:55","1104545","Macs Mandalus","1","","68.4793318429565841074677798057901431374","1","95","50","40","1.01","0","513.8","23906.08",2007-04-08 16:55:00,2007,4
